Date,Ledger,Account,PartNo,Project,Contact,Unit Code,Quantity,Unit Price,D/C,Currency,Exchange Rate,Original Amount,Base Amount,Company,Cost Centre
43226,L10,10051,A16,B30,C38,PCS,722,4.04,D,C10,8.657656,2916.88,25253.34,L10-B30 Company,B30-10051
43226,L10,10051,A16,B30,C38,PCS,973,4.04,D,C10,8.657656,3930.92,34032.55,L10-B30 Company,B30-10051
43226,L10,10051,A16,B30,C38,PCS,121,4.04,D,C10,8.657656,488.84,4232.21,L10-B30 Company,B30-10051
43226,L10,10051,A16,B30,C38,PCS,58,4.04,D,C10,8.657656,234.32,2028.66,L10-B30 Company,B30-10051
43226,L10,10051,A16,B30,C38,PCS,575,4.04,D,C10,8.657656,2323.0,20111.73,L10-B30 Company,B30-10051
43185,L10,10053,A11,B27,C34,PCS,628,2.77,C,C03,7.133317,1739.56,12408.83,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,276,2.77,C,C03,7.133317,764.52,5453.56,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,596,2.77,C,C03,7.133317,1650.92,11776.54,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,982,2.77,C,C03,7.133317,2720.14,19403.62,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,155,2.77,C,C03,7.133317,429.35,3062.69,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,86,2.77,C,C03,7.133317,238.22,1699.3,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,798,2.77,C,C03,7.133317,2210.46,15767.91,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,861,2.77,C,C03,7.133317,2384.97,17012.75,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,383,2.77,C,C03,7.133317,1060.91,7567.81,L10-B27 Company,B27-10053
43185,L10,10053,A11,B27,C34,PCS,548,2.77,C,C03,7.133317,1517.96,10828.09,L10-B27 Company,B27-10053
43219,L10,10054,A12,B27,C38,PCS,73,1.39,C,C06,3.547054,101.47,359.92,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,398,1.39,C,C06,3.547054,553.22,1962.3,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,639,1.39,C,C06,3.547054,888.21,3150.53,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,855,1.39,C,C06,3.547054,1188.45,4215.5,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,895,1.39,C,C06,3.547054,1244.05,4412.71,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,782,1.39,C,C06,3.547054,1086.98,3855.58,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,469,1.39,C,C06,3.547054,651.91,2312.36,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,828,1.39,C,C06,3.547054,1150.92,4082.38,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,449,1.39,C,C06,3.547054,624.11,2213.75,L10-B27 Company,B27-10054
43219,L10,10054,A12,B27,C38,PCS,657,1.39,C,C06,3.547054,913.23,3239.28,L10-B27 Company,B27-10054
43073,L10,10063,A14,B23,C39,PCS,508,1.5,D,C06,3.547054,762.0,2702.86,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,20,1.5,D,C06,3.547054,30.0,106.41,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,68,1.5,D,C06,3.547054,102.0,361.8,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,234,1.5,D,C06,3.547054,351.0,1245.02,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,806,1.5,D,C06,3.547054,1209.0,4288.39,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,907,1.5,D,C06,3.547054,1360.5,4825.77,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,779,1.5,D,C06,3.547054,1168.5,4144.73,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,5,1.5,D,C06,3.547054,7.5,26.6,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,111,1.5,D,C06,3.547054,166.5,590.58,L10-B23 Company,B23-10063
43073,L10,10063,A14,B23,C39,PCS,385,1.5,D,C06,3.547054,577.5,2048.42,L10-B23 Company,B23-10063
43102,L10,10065,A16,B29,C36,PCS,114,7.01,C,C06,3.547054,799.14,2834.59,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,934,7.01,C,C06,3.547054,6547.34,23223.77,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,386,7.01,C,C06,3.547054,2705.86,9597.83,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,172,7.01,C,C06,3.547054,1205.72,4276.75,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,779,7.01,C,C06,3.547054,5460.79,19369.72,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,711,7.01,C,C06,3.547054,4984.11,17678.91,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,854,7.01,C,C06,3.547054,5986.54,21234.58,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,103,7.01,C,C06,3.547054,722.03,2561.08,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,25,7.01,C,C06,3.547054,175.25,621.62,L10-B29 Company,B29-10065
43102,L10,10065,A16,B29,C36,PCS,403,7.01,C,C06,3.547054,2825.03,10020.53,L10-B29 Company,B29-10065
43072,L10,10098,A19,B30,C36,PCS,747,9.04,C,C01,6.825646,6752.88,46092.77,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,215,9.04,C,C01,6.825646,1943.6,13266.33,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,39,9.04,C,C01,6.825646,352.56,2406.45,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,304,9.04,C,C01,6.825646,2748.16,18757.97,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,663,9.04,C,C01,6.825646,5993.52,40909.65,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,445,9.04,C,C01,6.825646,4022.8,27458.21,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,635,9.04,C,C01,6.825646,5740.4,39181.94,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,675,9.04,C,C01,6.825646,6102.0,41650.09,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,135,9.04,C,C01,6.825646,1220.4,8330.02,L10-B30 Company,B30-10098
43072,L10,10098,A19,B30,C36,PCS,960,9.04,C,C01,6.825646,8678.4,59235.69,L10-B30 Company,B30-10098
43038,L10,10101,A15,B25,C32,PCS,900,9.98,D,C10,8.657656,8982.0,77763.07,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,175,9.98,D,C10,8.657656,1746.5,15120.6,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,917,9.98,D,C10,8.657656,9151.66,79231.92,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,748,9.98,D,C10,8.657656,7465.04,64629.75,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,291,9.98,D,C10,8.657656,2904.18,25143.39,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,481,9.98,D,C10,8.657656,4800.38,41560.04,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,616,9.98,D,C10,8.657656,6147.68,53224.5,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,395,9.98,D,C10,8.657656,3942.1,34129.35,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,975,9.98,D,C10,8.657656,9730.5,84243.32,L10-B25 Company,B25-10101
43038,L10,10101,A15,B25,C32,PCS,950,9.98,D,C10,8.657656,9481.0,82083.24,L10-B25 Company,B25-10101
43286,L10,10124,A13,B22,C37,PCS,849,9.6,D,C05,3.40242,8150.4,27731.08,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,908,9.6,D,C05,3.40242,8716.8,29658.21,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,7,9.6,D,C05,3.40242,67.2,228.64,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,435,9.6,D,C05,3.40242,4176.0,14208.51,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,819,9.6,D,C05,3.40242,7862.4,26751.19,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,670,9.6,D,C05,3.40242,6432.0,21884.37,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,511,9.6,D,C05,3.40242,4905.6,16690.91,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,660,9.6,D,C05,3.40242,6336.0,21557.73,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,430,9.6,D,C05,3.40242,4128.0,14045.19,L10-B22 Company,B22-10124
43286,L10,10124,A13,B22,C37,PCS,438,9.6,D,C05,3.40242,4204.8,14306.5,L10-B22 Company,B22-10124
43095,L10,10138,A17,B28,C40,PCS,642,5.17,D,C07,1.358577,3319.14,4509.31,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,763,5.17,D,C07,1.358577,3944.71,5359.19,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,173,5.17,D,C07,1.358577,894.41,1215.12,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,345,5.17,D,C07,1.358577,1783.65,2423.23,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,803,5.17,D,C07,1.358577,4151.51,5640.15,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,542,5.17,D,C07,1.358577,2802.14,3806.92,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,629,5.17,D,C07,1.358577,3251.93,4418.0,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,871,5.17,D,C07,1.358577,4503.07,6117.77,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,508,5.17,D,C07,1.358577,2626.36,3568.11,L10-B28 Company,B28-10138
43095,L10,10138,A17,B28,C40,PCS,58,5.17,D,C07,1.358577,299.86,407.38,L10-B28 Company,B28-10138
43032,L10,10140,A16,B21,C30,PCS,426,1.54,D,C01,6.825646,656.04,4477.9,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,956,1.54,D,C01,6.825646,1472.24,10048.99,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,519,1.54,D,C01,6.825646,799.26,5455.47,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,417,1.54,D,C01,6.825646,642.18,4383.29,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,63,1.54,D,C01,6.825646,97.02,662.22,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,960,1.54,D,C01,6.825646,1478.4,10091.04,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,420,1.54,D,C01,6.825646,646.8,4414.83,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,465,1.54,D,C01,6.825646,716.1,4887.85,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,360,1.54,D,C01,6.825646,554.4,3784.14,L10-B21 Company,B21-10140
43032,L10,10140,A16,B21,C30,PCS,551,1.54,D,C01,6.825646,848.54,5791.83,L10-B21 Company,B21-10140
43160,L10,10141,A20,B27,C30,PCS,590,4.95,C,C09,1.199464,2920.5,3503.03,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,980,4.95,C,C09,1.199464,4851.0,5818.6,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,806,4.95,C,C09,1.199464,3989.7,4785.5,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,96,4.95,C,C09,1.199464,475.2,569.99,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,903,4.95,C,C09,1.199464,4469.85,5361.42,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,780,4.95,C,C09,1.199464,3861.0,4631.13,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,196,4.95,C,C09,1.199464,970.2,1163.72,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,561,4.95,C,C09,1.199464,2776.95,3330.85,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,983,4.95,C,C09,1.199464,4865.85,5836.41,L10-B27 Company,B27-10141
43160,L10,10141,A20,B27,C30,PCS,475,4.95,C,C09,1.199464,2351.25,2820.24,L10-B27 Company,B27-10141
43212,L10,10168,A17,B27,C37,PCS,480,8.41,D,C03,7.133317,4036.8,28795.77,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,150,8.41,D,C03,7.133317,1261.5,8998.68,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,20,8.41,D,C03,7.133317,168.2,1199.82,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,322,8.41,D,C03,7.133317,2708.02,19317.17,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,819,8.41,D,C03,7.133317,6887.79,49132.79,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,784,8.41,D,C03,7.133317,6593.44,47033.1,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,805,8.41,D,C03,7.133317,6770.05,48292.91,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,58,8.41,D,C03,7.133317,487.78,3479.49,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,255,8.41,D,C03,7.133317,2144.55,15297.75,L10-B27 Company,B27-10168
43212,L10,10168,A17,B27,C37,PCS,921,8.41,D,C03,7.133317,7745.61,55251.89,L10-B27 Company,B27-10168
43216,L10,10176,A16,B21,C40,PCS,330,9.68,C,C09,1.199464,3194.4,3831.57,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,244,9.68,C,C09,1.199464,2361.92,2833.04,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,315,9.68,C,C09,1.199464,3049.2,3657.41,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,877,9.68,C,C09,1.199464,8489.36,10182.68,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,794,9.68,C,C09,1.199464,7685.92,9218.98,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,910,9.68,C,C09,1.199464,8808.8,10565.84,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,782,9.68,C,C09,1.199464,7569.76,9079.65,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,928,9.68,C,C09,1.199464,8983.04,10774.83,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,729,9.68,C,C09,1.199464,7056.72,8464.28,L10-B21 Company,B21-10176
43216,L10,10176,A16,B21,C40,PCS,827,9.68,C,C09,1.199464,8005.36,9602.14,L10-B21 Company,B21-10176
43140,L10,10189,A14,B21,C34,PCS,690,1.9,D,C07,1.358577,1311.0,1781.09,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,871,1.9,D,C07,1.358577,1654.9,2248.31,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,939,1.9,D,C07,1.358577,1784.1,2423.84,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,456,1.9,D,C07,1.358577,866.4,1177.07,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,805,1.9,D,C07,1.358577,1529.5,2077.94,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,450,1.9,D,C07,1.358577,855.0,1161.58,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,536,1.9,D,C07,1.358577,1018.4,1383.57,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,396,1.9,D,C07,1.358577,752.4,1022.19,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,152,1.9,D,C07,1.358577,288.8,392.36,L10-B21 Company,B21-10189
43140,L10,10189,A14,B21,C34,PCS,833,1.9,D,C07,1.358577,1582.7,2150.22,L10-B21 Company,B21-10189
43049,L10,10212,A18,B22,C31,PCS,179,5.96,C,C04,5.388146,1066.84,5748.29,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,610,5.96,C,C04,5.388146,3635.6,19589.14,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,18,5.96,C,C04,5.388146,107.28,578.04,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,993,5.96,C,C04,5.388146,5918.28,31888.56,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,753,5.96,C,C04,5.388146,4487.88,24181.35,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,91,5.96,C,C04,5.388146,542.36,2922.31,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,334,5.96,C,C04,5.388146,1990.64,10725.86,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,207,5.96,C,C04,5.388146,1233.72,6647.46,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,9,5.96,C,C04,5.388146,53.64,289.02,L10-B22 Company,B22-10212
43049,L10,10212,A18,B22,C31,PCS,314,5.96,C,C04,5.388146,1871.44,10083.59,L10-B22 Company,B22-10212
43274,L10,10220,A11,B29,C31,PCS,661,3.45,D,C09,1.199464,2280.45,2735.32,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,21,3.45,D,C09,1.199464,72.45,86.9,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,943,3.45,D,C09,1.199464,3253.35,3902.28,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,334,3.45,D,C09,1.199464,1152.3,1382.14,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,762,3.45,D,C09,1.199464,2628.9,3153.27,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,493,3.45,D,C09,1.199464,1700.85,2040.11,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,520,3.45,D,C09,1.199464,1794.0,2151.84,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,844,3.45,D,C09,1.199464,2911.8,3492.6,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,790,3.45,D,C09,1.199464,2725.5,3269.14,L10-B29 Company,B29-10220
43274,L10,10220,A11,B29,C31,PCS,549,3.45,D,C09,1.199464,1894.05,2271.84,L10-B29 Company,B29-10220
43191,L10,10221,A19,B22,C33,PCS,178,5.29,C,C09,1.199464,941.62,1129.44,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,106,5.29,C,C09,1.199464,560.74,672.59,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,969,5.29,C,C09,1.199464,5126.01,6148.46,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,464,5.29,C,C09,1.199464,2454.56,2944.16,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,957,5.29,C,C09,1.199464,5062.53,6072.32,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,952,5.29,C,C09,1.199464,5036.08,6040.6,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,813,5.29,C,C09,1.199464,4300.77,5158.62,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,67,5.29,C,C09,1.199464,354.43,425.13,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,313,5.29,C,C09,1.199464,1655.77,1986.04,L10-B22 Company,B22-10221
43191,L10,10221,A19,B22,C33,PCS,976,5.29,C,C09,1.199464,5163.04,6192.88,L10-B22 Company,B22-10221
43201,L10,10246,A16,B20,C40,PCS,774,8.69,D,C04,5.388146,6726.06,36240.99,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,757,8.69,D,C04,5.388146,6578.33,35445.0,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,911,8.69,D,C04,5.388146,7916.59,42655.74,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,334,8.69,D,C04,5.388146,2902.46,15638.88,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,216,8.69,D,C04,5.388146,1877.04,10113.77,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,288,8.69,D,C04,5.388146,2502.72,13485.02,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,767,8.69,D,C04,5.388146,6665.23,35913.23,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,57,8.69,D,C04,5.388146,495.33,2668.91,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,707,8.69,D,C04,5.388146,6143.83,33103.85,L10-B20 Company,B20-10246
43201,L10,10246,A16,B20,C40,PCS,774,8.69,D,C04,5.388146,6726.06,36240.99,L10-B20 Company,B20-10246
43130,L10,10257,A14,B24,C39,PCS,986,8.59,C,C01,6.825646,8469.74,57811.45,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,841,8.59,C,C01,6.825646,7224.19,49309.76,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,354,8.59,C,C01,6.825646,3040.86,20755.83,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,714,8.59,C,C01,6.825646,6133.26,41863.46,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,443,8.59,C,C01,6.825646,3805.37,25974.11,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,157,8.59,C,C01,6.825646,1348.63,9205.27,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,762,8.59,C,C01,6.825646,6545.58,44677.81,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,285,8.59,C,C01,6.825646,2448.15,16710.21,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,560,8.59,C,C01,6.825646,4810.4,32834.09,L10-B24 Company,B24-10257
43130,L10,10257,A14,B24,C39,PCS,288,8.59,C,C01,6.825646,2473.92,16886.1,L10-B24 Company,B24-10257
43282,L10,10260,A17,B22,C38,PCS,780,4.28,D,C07,1.358577,3338.4,4535.47,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,668,4.28,D,C07,1.358577,2859.04,3884.23,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,216,4.28,D,C07,1.358577,924.48,1255.98,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,237,4.28,D,C07,1.358577,1014.36,1378.09,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,998,4.28,D,C07,1.358577,4271.44,5803.08,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,596,4.28,D,C07,1.358577,2550.88,3465.57,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,867,4.28,D,C07,1.358577,3710.76,5041.35,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,720,4.28,D,C07,1.358577,3081.6,4186.59,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,469,4.28,D,C07,1.358577,2007.32,2727.1,L10-B22 Company,B22-10260
43282,L10,10260,A17,B22,C38,PCS,309,4.28,D,C07,1.358577,1322.52,1796.75,L10-B22 Company,B22-10260
